Definitions for parameters,Per,M,FDD-TDDDIFF,FR1-FR2DIFF
"twoTCI-StatePDSCH-CJT-TxScheme-r18Indicates whether the UE supports two TCI states for CJT Tx scheme for PDSCH.Value cjtSchemeA corresponds to PDSCH DMRS port(s) is QCLed with the DL RSs of both indicated joint/DL TCI states with respect to QCL-TypeA, value cjtSchemeB corresponds to PDSCH DMRS port(s) is QCLed with the DL RSs of both indicated joint/DL TCI states with respect to QCL-TypeA except for QCL parameters {Doppler shift, Doppler spread} of the second indicated joint/DL TCI state. Value both corresponds to the supporting of both cjtSchemeA and cjtSchemeB.A UE supporting this feature shall also indicate support of tci-JointTCI-UpdateSingleActiveTCI-PerCC-r18.",Band,No,N/A,N/A
txDiversity-r16Indicates whether the UE supports transparent Tx diversity requirements for 2Tx as specified in the suffix G clauses of TS 38.101-1 [2] (see also clauses 4.2 and 4.3 of TS 38.101-1 [2]).This field is only applicable for single CC case (i.e. non-CA).,Band,No,N/A,FR1 only
type1-HARQ-Codebook-r17Indicates whether the UE supports Type-1 HARQ codebook enhancements when there are feedback-disabled HARQ processes. UE indicating support of this feature shall also indicate support of harq-FeedbackDisabled-r17. This field is only applicable for bands in Table 5.2.2-1 in TS 38.101-5 [34] and HAPS operation bands in clause 5.2 of TS 38.104 [35].,Band,No,N/A,N/A
"type1-PUSCH-RepetitionMultiSlots-v1650Indicates whether the UE supports Type 1 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value equal to 2, 4, or 8 with a single repetition of the transport block within each slot, and redundancy version pattern as indicated by UL-TWG-RV-rep. A UE supporting this feature shall also support Type 1 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value of one. This applies only to non-shared spectrum channel access. For shared spectrum channel access, type1-PUSCH-RepetitionMultiSlots-r16 applies. Except for NTN bands, UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively.The UE only includes type1-PUSCH-RepetitionMultiSlots-v1650 if type1-PUSCH-RepetitionMultiSlots is absent",Band,No,N/A,N/A
type2-HARQ-Codebook-r17Indicates whether the UE supports Type-2 HARQ codebook enhancements when there are feedback-disabled HARQ processes. UE indicating support of this feature shall also indicate support of harq-FeedbackDisabled-r17. This field is only applicable for bands in Table 5.2.2-1 in TS 38.101-5 [34] and HAPS operation bands in clause 5.2 of TS 38.104 [35].,Band,No,N/A,N/A
"type2-PUSCH-RepetitionMultiSlots-v1650Indicates whether the UE supports Type 2 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value equal to 2, 4, or 8 with a single repetition of the transport block within each slot, and redundancy version pattern as indicated by UL-TWG-RV-rep. A UE supporting this feature shall also support Type 2 PUSCH transmissions with configured grant as specified in TS 38.214 [12] with UL-TWG-repK value of one. This applies only to non-shared spectrum channel access. For shared spectrum channel access, type2-PUSCH-RepetitionMultiSlots-r16 applies. Except for NTN bands, UE shall set the capability value consistently for all FDD-FR1 bands, all TDD-FR1 bands, all TDD-FR2-1 bands and all TDD-FR2-2 bands respectively. For NTN, UE shall set the capability value consistently for all FDD-FR1 NTN bands and all FDD-FR2 NTN bands respectively.The UE only includes type2-PUSCH-RepetitionMultiSlots-v1650 if type2-PUSCH-RepetitionMultiSlots is absent",Band,No,N/A,N/A
type3-HARQ-Codebook-r17Indicates whether the UE supports Type-3 HARQ codebook enhancements when there are feedback-disabled HARQ processes. UE indicating support of this feature shall also indicate support of harq-FeedbackDisabled-r17. This field is only applicable for bands in Table 5.2.2-1 in TS 38.101-5 [34] and HAPS operation bands in clause 5.2 of TS 38.104 [35].,Band,No,N/A,N/A
"uei-ModeA-Event1-r19Indicates whether the UE supports Event-1 based measurement and report for Mode A that L1-RSRP of the current beam becomes worse than a configured threshold based on one event instance.NOTE:Regarding Event-1, QCL RS(s) in indicated TCI state(s) and resources configured for the configured RS(s) for new beam in the RS resource set of uei-ModeA-Event2-r19 are also counted in maxTotalResourcesForOneFreqRange-r16, and maxTotalResourcesForAcrossFreqRanges-r16.A UE supporting this feature shall also indicate the support of uei-ModeA-Event2-r19.",Band,No,N/A,N/A
"uei-ModeA-Event2-r19Indicates whether the UE supports UE-initiated/event-driven beam report based on one event instance and Event-2 based measurement and report, Mode A UE-initiated/event-driven beam report, and the first PUCCH and second PUSCH from the same PUCCH group.The UE also indicates the maximum number of the configured RS(s) for new beam in the RS resource set and the support of current beam measurement by using QCL RS in the indicated TCI state and the corresponding QCL SSB for Scheme-1 and Scheme-2, respectively.NOTE 1:For the configured RS(s) for new beam in the RS resource set and its corresponding QCL RS in the indicated TCI state and its corresponding QCL SSB for Scheme-1 and Scheme-2, the SSB can be associated with the serving cell PCI or a PCI other than the serving cell PCI.NOTE 2:Regarding Event-2, QCL RS(s) in indicated TCI state(s) and resources configured for the configured RS(s) for new beam in the RS resource set are also counted in maxTotalResourcesForOneFreqRange-r16, and maxTotalResourcesForAcrossFreqRanges-r16.A UE supporting this feature shall also indicate support of aperiodicBeamReport and beamManagementSSB-CSI-RS.",Band,No,N/A,N/A
"uei-ModeA-Event7-r19Indicates whether the UE supports Event-7 based measurement and report for Mode A that L1-RSRP of at least one new beam becomes a threshold value better than the RS derived from the activated TCI state with the Q-th best quality based on one event instance. The Q is encoded as a bitmap, starting from the leading / leftmost bit (bit 0), each bit corresponds to the n-th best quality based on one event instance, where value ‘1’ indicates ‘support’ and value ‘0’ indicates ‘not support’.The UE also supports the RS derived from the activated TCI state with the Q-th best quality measurement by using QCL RS in the activated TCI state with the Q-th best quality and the corresponding QCL SSB for the activated TCI state with the Q-th best quality for Scheme-1 and Scheme-2, respectively.NOTE 1:The UE does not expect that the configured Q is greater than the number of the activated DL/joint TCI state(s).NOTE 2:Regarding Event-7, the number of QCL RS(s) in activated TCI state(s) and resources configured for the configured RS(s) for new beam in the RS resource set of uei-ModeA-Event2-r19 are also counted in maxTotalResourcesForOneFreqRange-r16, and maxTotalResourcesForAcrossFreqRanges-r16.NOTE 3:For the RS derived from the activated TCI state, an SSB can be associated with the serving cell PCI or a PCI other than the serving cell PCI.A UE supporting this feature shall also indicate the support of uei-ModeA-Event2-r19.",Band,No,N/A,N/A
uei-ModeB-r19Indicates whether the UE supports Mode B UE-initiated/event-driven beam report. The UE also indicates the minimum value of symbols between the last symbol of sending first PUCCH and the first available symbol of transmission occasion of second PUSCH.A UE supporting this feature shall also indicate the support of uei-ModeA-Event2-r19.,Band,No,N/A,N/A
"uei-TriggerEventDetermination-r19Indicates whether the UE supports initiated/event driven beam report procedure via detecting ≥ M event instance(s) for at least one new beam within a time window, where M>1.The UE also indicates the maximum number of timers.A UE supporting this feature shall also indicate the support of uei-ModeA-Event2-r19.",Band,No,N/A,N/A
ue-OneShotUL-TimingAdj-r17Indicates whether the UE supports one shot large UL timing adjustment.UE indicating support of this feature shall indicate support of ue-PowerClass-v1700 set to 'pc6'.,Band,No,N/A,FR2 only
"ue-PowerClass, ue-PowerClass-v1610, ue-PowerClass-v1700For FR1, if the UE supports the different UE power class than the default UE power class as defined in clause 6.2 of TS 38.101-1 [2], or in clause 6.2 of TS 38.101-5 [34], the UE shall report the supported UE power class in this field. For FR2, UE shall report the supported UE power class as defined in clause 6 and 7 of TS 38.101-2 [3] in this field. UE indicating support for pc6 supports the enhanced intra-NR RRM and demodulation processing requirements for FR2 to support high speed up to 350 km/h as specified in TS 38.133 [5]. This capability is not applicable to IAB-MT or NCR-MT. The power class pc7 is only applicable for RedCap UEs operation in FR2. This capability is not applicable for UEs indicating support of maxOutputPowerATG-r18.",Band,Yes,N/A,N/A
"ue-specific-K-Offset-r17Indicates whether the UE supports the reception of UE-specific K-offset comprised of the following functional components:-Support of reception of Differential K-offset via MAC-CE-Support of determining the timing of PUSCH, PUCCH, CSI reference resource, transmission of aperiodic SRS, activation of TA command, first PUSCH transmission in CG Type 2 with Differential K-offsetUE indicating support of this feature shall also indicate support of uplinkPreCompensation-r17 and uplink-TA-Reporting-r17 for this band. This field is only applicable for bands in Table 5.2.2-1 and Table 5.2.3-1 in TS 38.101-5 [34] and HAPS operation bands in clause 5.2 of TS 38.104 [35].",Band,No,N/A,N/A
"ue-TA-Measurement-r18Indicates whether the UE supports UE-based TA measurement by indicating the maximum number of candidate cells that the UE maintains the TA for.A UE supporting this feature shall also indicate the support of at least one of ltm-MCG-IntraFreq-r18 or ltm-SCG-IntraFreq-r18.For cross-band operation, this capability refers to the source band.",Band,No,N/A,N/A
ul-GapFR2-r17Indicates whether the UE supports FR2 UL gap to perform BPS sensing for Tx power management by the use of uplink gap patterns as specified in TS 38.133 [5] if UE supports a band in FR2. A UE indicating support of this feature shall also indicate support of tdd-MPE-P-MPR-Reporting-r16.,Band,No,N/A,FR2 only
"ul-ResourceMutingCP-OFDM-r19Indicates whether the UE supports semi-static configuration of time location and frequency location of UL resource muting for CP-OFDM waveform, comprised of the following functional components:-Up to two UL muting symbols within a slot for PUSCH;-A configurable comb offset {0, 1} for the UL muting symbol;-One common pattern of UL muting between DG/Type 2 CG PUSCH and Type 1 CG PUSCH;-dynamic on/off indication of the configured UL muting symbols by TDRA field in DCI for DG-PUSCH and Type-2 CG PUSCH;-semi-static determination of UL muting symbols for Type-1 CG PUSCH.",Band,No,TDD only,N/A
ul-ResourceMutingCP-OFDM-CG-Type1-r19Indicates whether the UE supports separate UL resource muting for Type-1 CG PUSCH for CP-OFDM waveform. The UE indicates the maximum number of UL muting symbols per slot.A UE supporting this feature shall also indicate support of ul-ResourceMutingCP-OFDM-r19 and configuredUL-GrantType1.,Band,No,TDD only,N/A
"ul-ResourceMutingDFTS-OFDM-r19Indicates whether the UE supports semi-static configuration of time location and frequency location of UL resource muting for DFTS-OFDM waveform, comprised of the following functional components:-Up to two UL muting symbols within a slot for PUSCH;-A configurable comb offset {0, 1} for the UL muting symbol;-One common pattern of UL muting between DG/Type 2 CG PUSCH and Type 1 CG PUSCH;-dynamic on/off indication of the configured UL muting symbols by TDRA field in DCI for DG-PUSCH and Type-2 CG PUSCH;-semi-static determination of UL muting symbols for Type-1 CG PUSCH.",Band,No,TDD only,N/A
ul-ResourceMutingDFTS-OFDM-CG-Type1-r19Indicates whether the UE supports separate UL resource muting for Type-1 CG PUSCH for DFT-s-OFDM waveform. The UE indicates the maximum number of UL muting symbols per slot.A UE supporting this feature shall also indicate support of ul-ResourceMutingDFTS-OFDM-r19 and configuredUL-GrantType1.,Band,No,TDD only,N/A
"unifiedJointTCI-r17Indicates the support of unified TCI state operation with joint DL/UL TCI update for intra-cell beam management including the support of:-One MAC-CE activated joint TCI state per CC in a band-TCI state indication for update and activation of MAC CE based TCI state indication for one active TCI stateThe capability signalling comprises the following parameters:-maxConfiguredJointTCI-r17 indicates the maximum number of configured joint TCI states per BWP per CC in a band-maxActivatedTCIAcrossCC-r17 indicates the maximum number of MAC-CE activated joint TCI states across all CC(s) in a bandIf a UE supports unifiedJointTCI-InterCell-r17, the signalled component values (except additionalMAC-CE-AcrossCC-r17) also apply to inter-cell beam management,NOTE:Activated joint TCI state(s) include all PDCCH/PDSCH receptions and PUSCH/PUCCH transmissions",Band,No,N/A,N/A
unifiedJointTCI-BeamAlignDLRS-r17Indicates the support of beam misalignment between the DL source RS in the TCI state to provide spatial relation indication and the PL-RS.The UE indicating support of this feature shall also indicate support of unifiedJointTCI-r17.,Band,No,N/A,FR2 only
unifiedJointTCI-commonMultiCC-r17Indicates the support of common multi-CC TCI state ID update and activation.The UE indicating support of this feature shall also indicate support of unifiedJointTCI-r17.,Band,No,N/A,N/A
unifiedJointTCI-InterCell-r17Indicates the support of unified TCI with joint DL/UL TCI update for inter-cell beam management including following parameters:-additionalMAC-CE-PerCC-r17 indicates the number of K additional MAC-CEs to indicate joint TCI states per CC in a band.-additionalMAC-CE-AcrossCC-r17 indicates the number of K additional MAC-CE activated joint TCI states across all CC(s) in a band.A UE indicating support of this shall also indicate support of unifiedJointTCI-r17 and unifiedJointTCI-mTRP-InterCell-BM-r17.NOTE:A UE that supports unifiedJointTCI-InterCell-r17 supports K additional MAC-CE activated joint TCI states across all CC(s) in a band in addition to the maximum number of MAC-CE activated joint TCI states across all CC(s) in a band signalled in unifiedJointTCI-r17. The signalled value in additionalMAC-CE-AcrossCC-r17 plus the signalled value in maxActivatedTCIAcrossCC-r17 determine the maximum number of MAC-CE activated joint TCI states across all CC(s) in a band that are applied to intra and inter-cell beam management jointly.,Band,No,N/A,N/A
