NR CA configuration,Uplink CA configurationor single uplink carrier 4,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n3B-n7A-n26A-n78C,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n78C,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS1,
CA_n3B-n7A-n26(2A)-n78(2A),CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n26(2A)CA_n78(2A),n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS2,
CA_n3B-n7A-n26(2A)-n78C,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n26(2A)CA_n78C,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS1,
CA_n3B-n7B-n26A-n78A,CA_n3A-n7ACA_n3A-n26ACA_n3A-n78ACA_n7A-n26ACA_n7A-n78ACA_n26A-n78ACA_n7B,n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7B-n26(2A)-n78A,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n3,CA_n3B_BCS0,0
,CA_n26(2A),n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7B-n26A-n78(2A),CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS2,
,CA_n78(2A),n3,CA_n3B_BCS 4 and 5,4 and 5
,,n7,CA_n7B_BCS 4 and 5,
,,n26,n26 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n3B-n7B-n26A-n78C,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7BCA_n78C,n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n26,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS1,
CA_n3B-n7B-n26(2A)-n78(2A),CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7B,n3,CA_n3B_BCS0,0
,CA_n26(2A),n7,CA_n7B_BCS0,
,CA_n78(2A),n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78(2A)_BCS2,
CA_n3B-n7B-n26(2A)-n78C,CA_n3A-n26ACA_n3A-n7ACA_n3A-n78ACA_n7A-n26ACA_n26A-n78ACA_n7A-n78ACA_n7BCA_n26(2A)CA_n78C,n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n26,CA_n26(2A)_BCS0,
,,n78,CA_n78C_BCS1,
CA_n3A-n7A-n28A-n38A7,-,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20, 25, 30",
,,n38,"5, 10, 15, 20, 25, 30, 40",
CA_n3A-n7A-n28A-n75A,CA_n3A-n7ACA_n3A-n28ACA_n7A-n28A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n28A-n78A,"n35n75n785,6",n3,"5, 10, 15, 20, 25, 30",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n35n75n785,6CA_n3A-n7A5CA_n3A-n28A5CA_n3A-n78A5CA_n7A-n28A5CA_n7A-n78A5CA_n28A-n78A5",n3,"5, 10, 15, 20, 25, 30, 40",1
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 202",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n28A-n78(2A),"n35n75n785,6CA_n78(2A)5CA_n3A-n7A5CA_n3A-n28A5CA_n3A-n78A5CA_n7A-n28A5CA_n7A-n78A5CA_n28A-n78A5",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 202",
,,n78,CA_n78(2A)_BCS2,
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n3A-n7A-n28A-n78C,CA_n78CCA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 202",
,,n78,CA_n78C_BCS0,
CA_n3A-n7B-n28A-n78A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n7BCA_n28A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",1
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7B-n28A-n78(2A),CA_n7BCA_n78(2A)CA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
CA_n3A-n7B-n28A-n78C,CA_n7BCA_n78CCA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,CA_n78C_BCS0,
CA_n3B-n7A-n28A-n78A,CA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7A-n28A-n78(2A),CA_n78(2A)CA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS2,
CA_n3B-n7B-n28A-n78A,CA_n7BCA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3B-n7B-n28A-n78(2A),CA_n7BCA_n78(2A)CA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78(2A)_BCS2,
CA_n3B-n7B-n28A-n78C,CA_n7BCA_n78CCA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n3,CA_n3B_BCS0,0
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20",
,,n78,CA_n78C_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,CA_n7B_BCS0,
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS1,
CA_n3B-n7A-n28A-n78C,CA_n78CCA_n3A-n7ACA_n3A-n28ACA_n3A-n78ACA_n7A-n28ACA_n7A-n78ACA_n28A-n78A,n3,CA_n3B_BCS0,0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n28,"5, 10, 15, 20",
,,n78,CA_n78C_BCS0,
,CA_n3B,n3,CA_n3B_BCS1,1
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n28,"5, 10, 15, 20, 25, 30",
,,n78,CA_n78C_BCS1,
CA_n3A-n7A-n38A-n78A7,-,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n38,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n7A-n40A-n78A,CA_n3A-n7ACA_n3A-n40ACA_n3A-n78ACA_n7A-n40ACA_n7A-n78ACA_n40A-n78A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80, 90, 100",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n40A-n79A,CA_n3A-n7ACA_n3A-n79ACA_n3A-n40ACA_n7A-n40ACA_n40A-n79A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n40A-n105A,CA_n3A-n7ACA_n3A-n40ACA_n3A-n105ACA_n7A-n40ACA_n7A-n105ACA_n40A-n105A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n40,"5, 10, 15, 20, 25, 30, 40, 50, 60, 80",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n3A-n7A-n67A-n78A,CA_n3A-n7ACA_n3A-n78ACA_n7A-n78A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n67,"5, 10, 15, 20",
,,n78,"10, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n67A-n78(2A),CA_n3A-n7ACA_n3A-n78ACA_n7A-n78ACA_n78(2A),n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n67,"5, 10, 15, 20",
,,n78,CA_n78(2A)_BCS2,
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n7A-n75A-n78A,CA_n3A-n7ACA_n3A-n78ACA_n7A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n7A-n75A-n78(2A),CA_n3A-n7ACA_n3A-n78ACA_n7A-n78ACA_n78(2A),n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,n7 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n7A-n78A-n105A,CA_n3A-n7ACA_n3A-n78ACA_n3A-n105ACA_n7A-n78ACA_n7A-n105ACA_n78A-n105A,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n7,"5, 10, 15, 20, 25, 30, 40, 50",
,,n78,"10, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n3A-n8A-n28A-n40A,CA_n3A-n8ACA_n3A-n28ACA_n3A-n40ACA_n8A-n28ACA_n8A-n40ACA_n28A-n40A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
CA_n3A-n8A-n39A-n41A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n8,"5, 10, 15, 20",
,,n39,"5, 10, 15, 20, 25, 30, 35, 40",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
CA_n3A-n8A-n39A-n79A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n8,"5, 10, 15, 20",
,,n39,"5, 10, 15, 20, 25, 30, 35, 40",
,,n79,"40, 50, 60, 80, 100",
CA_n3A-n8A-n40A-n78A,CA_n3A-n8ACA_n3A-n40ACA_n3A-n78ACA_n8A-n40ACA_n8A-n78ACA_n40A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n8A-n40A-n79A,CA_n3A-n8ACA_n3A-n40ACA_n3A-n79ACA_n8A-n40ACA_n8A-n79ACA_n40A-n79A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n8,n8 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n8A-n41A-n78A,CA_n3A-n8ACA_n3A-n41ACA_n3A-n78ACA_n8A-n41ACA_n8A-n78ACA_n41A-n78A,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n8,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n78,"10, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n8A-n41A-n78C,CA_n3A-n8ACA_n3A-n41ACA_n3A-n78ACA_n3A-n78CCA_n8A-n41ACA_n8A-n78ACA_n8A-n78CCA_n41A-n78ACA_n41A-n78C,n3,"5, 10, 15, 20, 25, 30, 40, 50",0
,,n8,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n78,CA_n78C_BCS0,
CA_n3A-n8A-n41A-n79A,-,n3,"5, 10, 15, 20, 25, 30",0
,,n8,"5, 10, 15, 20",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n79,"40, 50, 60, 80, 100",
CA_n3A-n18A-n28A-n41A,"n415,6CA_n3A-n18ACA_n3A-n28ACA_n3A-n41A5,6CA_n18A-n28ACA_n18A-n41A5,6CA_n28A-n41A5,6",n3,"5, 10, 15, 20",0
,,n18,"5, 10, 15",
,,n28,"5, 10",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n18,n18 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
CA_n3A-n18A-n28A-n77A,n775CA_n3A-n18ACA_n3A-n28ACA_n3A-n77A5CA_n18A-n28ACA_n18A-n77A5CA_n28A-n77A5,n3,"5, 10, 15, 20",0
,,n18,"5, 10, 15",
,,n28,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n18,n18 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n3A-n18A-n41A-n77A,n415n775CA_n3A-n18ACA_n3A-n41A5CA_n3A-n77A5CA_n18A-n41A5CA_n18A-n77A5CA_n41A-n77A5,n3,"5, 10, 15, 20",0
,,n18,"5, 10, 15",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n18,n18 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n3A-n20A-n28A-n78A11,CA_n3A-n20ACA_n3A-n28ACA_n3A-n78ACA_n20A-n28ACA_n20A-n78ACA_n28A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n20A-n41A-n71A,CA_n3A-n20ACA_n3A-n41ACA_n3A-n71ACA_n20A-n41ACA_n20A-n71ACA_n41A-n71A,n3,"5, 10,15, 20, 25, 30, 35, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n71,"5, 10,15, 20, 25, 30, 35",
CA_n3A-n20A-n41A-n77A,CA_n3A-n20ACA_n3A-n41ACA_n3A-n77ACA_n20A-n41ACA_n20A-n77ACA_n41A-n77A,n3,"5, 10,15, 20, 25, 30, 35, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n20A-n41A-n77(2A),CA_n3A-n20ACA_n3A-n41ACA_n3A-n77ACA_n20A-n41ACA_n20A-n77ACA_n41A-n77A,n3,"5, 10,15, 20, 25, 30, 35, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n77,CA_n77(2A)_BCS1,
CA_n3A-n20A-n41A-n78A,CA_n3A-n20ACA_n3A-n41ACA_n3A-n78ACA_n20A-n41ACA_n20A-n78ACA_n41A-n78A,n3,"5, 10,15, 20, 25, 30, 35, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 60, 70, 80, 90, 100",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n20A-n67A-n78A,CA_n3A-n20ACA_n3A-n78ACA_n20A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n20A-n67A-n78(2A),CA_n3A-n20ACA_n3A-n78ACA_n20A-n78ACA_n78(2A),n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n67,n67 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS 4 and 5,
CA_n3A-n20A-n71A-n78A,CA_n3A-n20ACA_n3A-n71ACA_n3A-n78ACA_n20A-n71ACA_n20A-n78ACA_n71A-n78A,n3,"5, 10,15, 20, 25, 30, 35, 40, 45, 50",0
,,n20,"5, 10,15, 20",
,,n71,"5, 10,15, 20, 25, 30, 35",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n20A-n75A-n78A,CA_n3A-n20ACA_n3A-n78ACA_n20A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n20A-n75A-n78(2A),CA_n3A-n20ACA_n3A-n78ACA_n20A-n78ACA_n78(2A),n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n20,n20 channel bandwidths in Table 5.3.5-1,
,,n75,n75 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78(2A)_BCS4 and 5,
CA_n3A-n28A-n38A-n78A,-,n3,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",0
,,n28,"5, 10, 15, 20, 25, 30",
,,n38,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n28A-n40A-n41A,CA_n3A-n28ACA_n3A-n40ACA_n3A-n41ACA_n28A-n40ACA_n28A-n41ACA_n40A-n41A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n40A-n77A,CA_n3A-n28ACA_n3A-n40ACA_n3A-n77ACA_n28A-n40ACA_n28A-n77ACA_n40A-n77A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n28,"5, 10, 15, 20, 30",
,,n40,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n3A-n28A-n40A-n77(2A),CA_n3A-n28ACA_n3A-n40ACA_n3A-n77ACA_n28A-n40ACA_n28A-n77ACA_n40A-n77A,n3,"5, 10, 15, 20, 25, 30, 40",0
,,n28,"5, 10, 15, 20, 30",
,,n40,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,CA_n77(2A)_BCS0,
CA_n3A-n28A-n40A-n78A,CA_n3A-n28ACA_n3A-n40ACA_n3A-n78ACA_n28A-n40ACA_n28A-n78ACA_n40A-n78A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n78,n78 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n40A-n79A,CA_n3A-n28ACA_n3A-n40ACA_n3A-n79ACA_n28A-n40ACA_n28A-n79ACA_n40A-n79A,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n40,n40 channel bandwidths in Table 5.3.5-1,
,,n79,n79 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n41A-n77A,"n415,6n775,6CA_n3A-n28ACA_n3A-n41A5CA_n3A-n77A5CA_n28A-n41A5CA_n28A-n77A5CA_n41A-n77A5",n3,"5, 10, 15, 20, 25, 30, 40",0
,,n28,"5, 10, 15, 20, 30",
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n3,n3 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,n28 channel bandwidths in Table 5.3.5-1,
,,n41,n41 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n3A-n28A-n41B-n77A,CA_n3A-n28ACA_n3A-n41ACA_n3A-n77ACA_n28A-n41ACA_n28A-n77ACA_n41A-n77A,n3,"5, 10, 15, 20, 25, 30, 40",0
