NR CA configuration,Uplink CA configurationor single uplink carrier6,NR Band,Channel bandwidth (MHz) (NOTE 3),Bandwidth combination set
CA_n5A-n7A-n78(2A),CA_n5A-n7ACA_n5A-n78ACA_n7A-n78A,n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n78,CA_n78(2A)_BCS2,
CA_n5A-n7A-n78C,CA_n78CCA_n5A-n7ACA_n5A-n78ACA_n7A-n78A,n5,See n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n7,See n7 channel bandwidths in Table 5.3.5-1,
,,n78,CA_n78C_BCS4 and 5,
CA_n5A-n7A-n78(A-C),CA_n78CCA_n5A-n7ACA_n5A-n78ACA_n7A-n78A,n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n78,CA_n78(A-C)_BCS1,
CA_n5A-n7B-n78A,"n787,9CA_n5A-n78A7CA_n7A-n78A7",n5,"5, 10, 15, 20",0
,,n7,CA_n7B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,CA_n5A-n7ACA_n5A-n78ACA_n7A-n78ACA_n7B,n5,"5, 10, 15, 20",1
,,n7,CA_n7B_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 704, 80, 90, 100",
CA_n5A-n7A-n105A,CA_n5A-n7ACA_n5A-n105ACA_n7A-n105A,n5,"5, 10, 15, 20, 25",0
,,n7,"5, 10, 15, 20, 25, 30, 35, 40, 50",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n5A-n12A-n77A,n777CA_n5A-n12ACA_n5A-n77A7CA_n12A-n77A7,n5,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n12A-n77(2A),n777CA_n5A-n12A CA_n5A-n77A7 CA_n12A-n77A7,n5,"5, 10, 15, 20",0
,,n12,"5, 10, 15",
,,n77,CA_n77(2A)_BCS1,
CA_n5A-n14A-n30A,CA_n5A-n14ACA_n5A-n30ACA_n14A-n30A,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n30,n30 channel bandwidths in Table 5.3.5-1,
CA_n5A-n14A-n66A,CA_n5A-n14ACA_n5A-n66ACA_n14A-n66A,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5A-n14A-n66(2A),CA_n5A-n14ACA_n5A-n66ACA_n14A-n66A,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n14,n14 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n5A-n14A-n77A,n777CA_n5A-n14ACA_n5A-n77A7CA_n14A-n77A7,n5,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n14A-n77(2A),n777CA_n5A-n14A CA_n5A-n77A7 CA_n14A-n77A7,n5,"5, 10, 15, 20",0
,,n14,"5, 10",
,,n77,CA_n77(2A)_BCS1,
CA_n5A-n25A-n29A,CA_n5A-n25A,n5,"5, 10, 15, 20",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n29,"5, 10",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n25,n25 channel bandwidths in Table 5.3.5-1,
,,n29,n29 channel bandwidths in Table 5.3.5-1,
CA_n5A-n25A-n41A,CA_n5A-n25ACA_n5A-n41ACA_n25A-n41A,n5,"5, 10, 15, 20, 25",0
,,n25,"5, 10, 15, 20, 25, 30, 35, 40, 45",
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",
CA_n5A-n25(2A)-n41A,CA_n5A-n25ACA_n5A-n41ACA_n25A-n41A,n5,"5, 10, 15, 20, 25",0
,,n25,CA_n25(2A),
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",
CA_n5A-n25A-n66A,CA_n5A-n25ACA_n5A-n66ACA_n25A-n66A,n5,"5, 10, 15, 20",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n25,n25 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5A-n25(2A)-n66A,CA_n5A-n25ACA_n5A-n66ACA_n25A-n66A,n5,"5, 10, 15, 20",0
,,n25,CA_n25(2A)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
CA_n5A-n25A-n66(2A),CA_n5A-n25ACA_n5A-n66ACA_n25A-n66A,n5,"5, 10, 15, 20",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n66,CA_n66(2A)_BCS1,
CA_n5A-n25(2A)-n66(2A),CA_n5A-n25ACA_n5A-n66ACA_n25A-n66A,n5,"5, 10, 15, 20",0
,,n25,CA_n25(2A)_BCS0,
,,n66,CA_n66(2A)_BCS1,
CA_n5A-n25A-n77A,"n777,9CA_n5A-n25A",n5,"5, 10, 15, 20",0
,CA_n5A-n77A7,n25,"5, 10, 15, 20, 25, 30, 40",
,CA_n25A-n77A7,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n25(2A)-n77A,"n777,9CA_n5A-n25ACA_n5A-n77A7CA_n25A-n77A7",n5,"5, 10, 15, 20",0
,,n25,CA_n25(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n25A-n77(2A),"n777,9CA_n77(2A)7CA_n5A-n25ACA_n5A-n77A7CA_n25A-n77A7",n5,"5, 10, 15, 20",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
CA_n5A-n25A-n77(3A),"n777,9CA_n77(2A)7CA_n5A-n25ACA_n5A-n77A7CA_n25A-n77A7",n5,"5, 10, 15, 20",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(3A)_BCS1,
CA_n5A-n25(2A)-n77(2A),"n777,9CA_n5A-n25ACA_n5A-n77A7CA_n25A-n77A7",n5,"5, 10, 15, 20",0
,,n25,CA_n25(2A)_BCS0,
,,n77,CA_n77(2A)_BCS1,
CA_n5A-n25A-n78A,"n787,9CA_n5A-n25ACA_n5A-n78A7CA_n25A-n78A7",n5,"5, 10, 15, 20",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n25(2A)-n78A,"n787,9CA_n5A-n25ACA_n5A-n78A7CA_n25A-n78A7",n5,"5, 10, 15, 20",0
,,n25,CA_n25(2A)_BCS0,
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n25A-n78(2A),"n787,9CA_n5A-n25ACA_n5A-n78A7CA_n25A-n78A7",n5,"5, 10, 15, 20",0
,,n25,"5, 10, 15, 20, 25, 30, 40",
,,n78,CA_n78(2A)_BCS2,
CA_n5A-n25(2A)-n78(2A),"n787,9CA_n5A-n25ACA_n5A-n78A7CA_n25A-n78A7",n5,"5, 10, 15, 20",0
,,n25,CA_n25(2A)_BCS0,
,,n78,CA_n78(2A)_BCS2,
CA_n5A-n28A-n78A,CA_n5A-n28ACA_n5A-n78ACA_n28A-n78A,n5,See n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,See n28 channel bandwidths in Table 5.3.5-1,
,,n78,See n78 channel bandwidths in Table 5.3.5-1,
CA_n5A-n28A-n79A,CA_n5A-n28ACA_n5A-n79ACA_n28A-n79A,n5,See n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n28,See n28 channel bandwidths in Table 5.3.5-1,
,,n79,See n79 channel bandwidths in Table 5.3.5-1,
CA_n5A-n28A-n105A,CA_n5A-n28ACA_n5A-n105A,n5,"5, 10, 15, 20",0
,,n28,"5, 10, 15, 20, 25, 30",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n5A-n29A-n66A,CA_n5A-n66A,n5,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n29,n29 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5A-n29A-n77A,n777CA_n5A-n77A7,n5,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n29A-n77(2A),n777CA_n5A-n77A7,n5,"5, 10, 15, 20",0
,,n29,"5, 10",
,,n77,CA_n77(2A)_BCS1,
CA_n5A-n30A-n66A,CA_n5A-n30ACA_n5A-n66ACA_n30A-n66A,n5,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,"5, 10, 15, 20, 40",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5A-n30A-n66(2A),CA_n5A-n30ACA_n5A-n66ACA_n30A-n66A,n5,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,CA_n66(2A)_BCS0,
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n5A-n30A-n66(3A),CA_n5A-n30ACA_n5A-n66ACA_n30A-n66A,n5,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n66,CA_n66(3A)_BCS0,
CA_n5A-n30A-n77A,"n777,9CA_n5A-n30ACA_n5A-n77A7CA_n30A-n77A7",n5,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5A-n30A-n77(2A),"n777,9CA_n5A-n30A CA_n5A-n77A7 CA_n30A-n77A7",n5,"5, 10, 15, 20",0
,,n30,"5, 10",
,,n77,CA_n77(2A)_BCS1,
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n30,n30 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS 4 and 5,
CA_n5A-n40A-n78A,CA_n5A-n40ACA_n5A-n78ACA_n40A-n78A,n5,"5, 10, 15, 20, 251",0
,,n40,"58, 10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90,100",
,,n78,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90,100",
CA_n5A-n40A-n105A,CA_n5A-n40ACA_n5A-n105ACA_n40A-n105A,n5,"5, 10, 15, 20, 25",0
,,n40,"5, 10, 15, 20, 25, 30, 40, 50",
,,n105,"5, 10, 15, 20, 25, 30, 35",
CA_n5A-n41A-n66A,CA_n5A-n41ACA_n5A-n66ACA_n41A-n66A,n5,"5, 10, 15, 20, 25",0
,,n41,"10, 15, 20, 30, 40, 50, 60, 80, 90, 100",
,,n66,"5, 10, 15, 20, 25, 30, 35, 40, 45",
CA_n5A-n41A-n77A,CA_n5A-n41ACA_n5A-n77ACA_n41A-n77A,n5,"5, 10, 15, 20, 25",0
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n41A-n77(2A),CA_n5A-n41ACA_n5A-n77ACA_n41A-n77A,n5,"5, 10, 15, 20, 25",0
,,n41,"5, 10, 15, 20, 25, 30, 35, 40, 45, 50",
,,n77,CA_n77(2A)_BCS0,
CA_n5A-n48A-n66A,CA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n5,"5, 10, 15, 20",0
,,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5B-n48A-n66A,CA_n5A-n48ACA_n5A-n66ACA_n48A-n66ACA_n5B,n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5A-n48(A-B)-n66A,CA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n5,"5, 10, 15, 20, 251",0
,,n48,CA_n48(A-B)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,"5, 10, 15, 20, 251",1
,,n48,CA_n48(A-B)_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(A-B)_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5A-n48B-n66A,CA_n48BCA_n5A-n48ACA_n5A-n48BCA_n5A-n66ACA_n48A-n66ACA_n48B-n66A,n5,"5, 10, 15, 20",0
,,n48,CA_n48B_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,"5, 10, 15, 20",1
,,n48,CA_n48B_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,"5, 10, 15, 20",2
,,n48,CA_n48B_BCS2,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5B-n48B-n66A,CA_n48BCA_n5A-n48ACA_n5A-n48BCA_n5A-n66ACA_n5BCA_n48A-n66ACA_n48B-n66A,n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5A-n48(2A)-n66A,CA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n5,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS0,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,"5, 10, 15, 20",1
,,n48,CA_n48(2A)_BCS1,
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5B-n48(2A)-n66A,CA_n5A-n48ACA_n5A-n66ACA_n5BCA_n48A-n66A,n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n66,n66 channel bandwidths in Table 5.3.5-1,
CA_n5A-n48A-n66(2A),CA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n5A-n48B-n66(2A),CA_n5A-n48ACA_n5A-n66ACA_n5A-n48BCA_n48A-n66ACA_n48B-n66ACA_n48B,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n5A-n48(2A)-n66(2A),CA_n5A-n48ACA_n5A-n66ACA_n48A-n66A,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n5B-n48A-n66(2A),CA_n5A-n48ACA_n5A-n66ACA_n5BCA_n48A-n66A,n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n5B-n48(2A)-n66(2A),CA_n5A-n48ACA_n5A-n66ACA_n5BCA_n48A-n66A,n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n5B-n48B-n66(2A),CA_n5A-n48ACA_n5A-n48BCA_n5A-n66ACA_n5BCA_n48A-n66ACA_n48B-n66ACA_n48B,n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n66,CA_n66(2A)_BCS4 and 5,
CA_n5A-n48A-n77A,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14",n5,"5, 10, 15, 20",0
,,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14",n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5B-n48A-n77A,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14CA_n5B",n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5A-n48A-n77C,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14CA_n77C7,9",n5,"5, 10, 15, 20, 251",0
,,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",
,,n77,CA_n77C_BCS0,
,,n5,"5, 10, 15, 20, 251",1
,,n48,"5, 10, 15, 20, 30, 40, 5012, 6012, 7012, 8012, 9012, 10012",
,,n77,CA_n77C_BCS1,
,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14CA_n5A-n77CCA_n77C7,9",n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n5A-n48B-n77A,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14",n5,"5, 10, 15, 20",0
,,n48,CA_n48B_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n5,"5, 10, 15, 20",1
,,n48,CA_n48B_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n5,"5, 10, 15, 20",2
,,n48,CA_n48B_BCS2,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n5A-n48ACA_n5A-n48BCA_n5A-n77A7,13,14CA_n48B",n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5A-n48B-n77C,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14CA_n77C",n5,"5, 10, 15, 20",0
,,n48,CA_n48B_BCS0,
,,n77,CA_n77C_BCS0,
,,n5,"5, 10, 15, 20",1
,,n48,CA_n48B_BCS0,
,,n77,CA_n77C_BCS1,
,,n5,"5, 10, 15, 20",2
,,n48,CA_n48B_BCS1,
,,n77,CA_n77C_BCS0,
,,n5,"5, 10, 15, 20",3
,,n48,CA_n48B_BCS1,
,,n77,CA_n77C_BCS1,
,"n777,9CA_n5A-n48ACA_n5A-n48BCA_n5A-n77A7,13,14CA_n5A-n77CCA_n48BCA_n77C",n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n5A-n48(2A)-n77A,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14",n5,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n5,"5, 10, 15, 20",1
,,n48,CA_n48(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5A-n48(2A)-n77C,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14CA_n77C",n5,"5, 10, 15, 20",0
,,n48,CA_n48(2A)_BCS0,
,,n77,CA_n77C_BCS0,
,,n5,"5, 10, 15, 20",1
,,n48,CA_n48(2A)_BCS0,
,,n77,CA_n77C_BCS1,
,,n5,"5, 10, 15, 20",2
,,n48,CA_n48(2A)_BCS1,
,,n77,CA_n77C_BCS0,
,,n5,"5, 10, 15, 20",3
,,n48,CA_n48(2A)_BCS1,
,,n77,CA_n77C_BCS1,
,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14CA_n5A-n77CCA_n77C",n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n5B-n48A-n77C,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14CA_n5A-n77CCA_n5BCA_n77C7,9",n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,n48 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n5B-n48(2A)-n77A,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14CA_n5B",n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5B-n48(2A)-n77C,"n777,9CA_n5A-n48ACA_n5A-n77A7,13,14CA_n5A-n77CCA_n5BCA_n77C",n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,CA_n48(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n5B-n48B-n77A,"n777,9CA_n5A-n48ACA_n5A-n48BCA_n5A-n77A7,13,14CA_n5BCA_n48B",n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5B-n48B-n77C,"n777,9CA_n5A-n48ACA_n5A-n48BCA_n5A-n77A7,13,14CA_n5A-n77CCA_n5BCA_n48BCA_n77C",n5,CA_n5B_BCS4 and 5,4 and 5
,,n48,CA_n48B_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n5A-n66A-n77A,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n66A-n77A7,13,14",n5,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5B-n66A-n77A,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n66A-n77A7,13,14CA_n5B",n5,CA_n5B_BCS4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5A-n66(2A)-n77A,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n66A-n77A7,13,14",n5,"5, 10, 15, 20",0
,,n66,CA_n66(2A)_BCS1,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n66A-n77A7,13,14",n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5A-n66(2A)-n77C,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n5A-n77CCA_n66A-n77A7,13,14CA_n66A-n77CCA_n77C7,9",n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n5B-n66(2A)-n77A,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n66A-n77A7,13,14CA_n5B",n5,CA_n5B_BCS4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,n77 channel bandwidths in Table 5.3.5-1,
CA_n5B-n66(2A)-n77C,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n5A-n77CCA_n5BCA_n66A-n77A7,13,14CA_n66A-n77CCA_n77C7,9",n5,CA_n5B_BCS4 and 5,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,CA_n77C_BCS4 and 5,
CA_n5A-n66(2A)-n77(2A),"n777,9CA_n5A-n66ACA_n5A-n77A7CA_n66A-n77A7",n5,"5, 10, 15, 20",0
,,n66,CA_n66(2A)_BCS1,
,,n77,CA_n77(2A)_BCS1,
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,CA_n66(2A)_BCS4 and 5,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n5A-n66(3A)-n77A,"n777,9CA_n5A-n66ACA_n66A-n77A7CA_n5A-n77A7",n5,"5, 10, 15, 20",0
,,n66,CA_n66(3A)_BCS0,
,,n77,"10, 15, 20, 25, 30, 40, 50, 60, 70, 80, 90, 100",
CA_n5A-n66(3A)-n77(2A),"n777,9CA_n5A-n66ACA_n66A-n77A7CA_n5A-n77A7",n5,"5, 10, 15, 20",0
,,n66,CA_n66(3A)_BCS0,
,,n77,CA_n77(2A)_BCS1,
CA_n5A-n66A-n77C,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n66A-n77A7,13,14CA_n77C7,9",n5,"5, 10, 15, 20, 251",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS0,
,,n5,"5, 10, 15, 20, 251",1
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77C_BCS1,
,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n5A-n77CCA_n66A-n77ACA_n66A-n77CCA_n77C7,9",n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n5B-n66A-n77C,"n777,9CA_n5A-n66ACA_n5A-n77A7,13,14CA_n5A-n77CCA_n5BCA_n66A-n77ACA_n66A-n77CCA_n77C7,9",n5,CA_n5B_BCS4 and 5,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77C_BCS4 and 5,
CA_n5A-n66A-n77(2A),"n777,9CA_n5A-n66ACA_n5A-n77A7CA_n66A-n77A7CA_n77(2A)7",n5,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(2A)_BCS1,
,,n5,"5, 10, 15, 20",1
,,n66,"5, 10, 15, 20, 30, 40",
,,n77,CA_n77(2A)_BCS4 and 5,
,,n5,n5 channel bandwidths in Table 5.3.5-1,4 and 5
,,n66,n66 channel bandwidths in Table 5.3.5-1,
,,n77,CA_n77(2A)_BCS4 and 5,
CA_n5A-n66A-n77(3A),CA_n77(2A)CA_n5A-n66ACA_n5A-n77A7CA_n66A-n77A7,n5,"5, 10, 15, 20",0
,,n66,"5, 10, 15, 20, 25, 30, 40",
,,n77,CA_n77(3A)_BCS1,
