NR or E-UTRA Band / Channel bandwidth / NRB / MSD,,,,,,,,
EN-DC Configuration,EUTRA / NR band,UL Fc (MHz),UL/DL BW (MHz),ULLCRB,DL Fc (MHz),MSD (dB),IMD order,
,48,N/A,N/A,N/A,N/A,N/A,N/A,
,n5,N/A,N/A,N/A,N/A,N/A,N/A,
DC_46A-48A_n66A5DC_46C-48A_n66A5DC_46D-48A_n66A5DC_46E-48A_n66A5,46,N/A,N/A,N/A,N/A,N/A,"IMD2,IMD3",
,48,N/A,N/A,N/A,N/A,N/A,N/A,
,n66,N/A,N/A,N/A,N/A,N/A,N/A,
DC_46A-66A_n5A,46,N/A,10,N/A,5163,9.0,IMD4,
DC_46C-66A_n5ADC_46D-66A_n5ADC_46E-66A_n5ADC_46A-66A-66A_n5ADC_46C-66A-66A_n5ADC_46D-66A-66A_n5A,66,1775,5,25,2175,N/A,N/A,
,n5,847,5,25,892,N/A,N/A,
DC_46A-66A_n25A4DC_46C-66A_n25A4DC_46D-66A_n25A4,46,N/A,10,N/A,5485,16.1,IMD3,
,66,1775,5,25,2175,N/A,N/A,
,n25,1855,5,25,1935,N/A,N/A,
DC_46A-66A_n77A5DC_46A-46A-66A_n77A5,46,N/A,N/A,N/A,N/A,N/A,"IMD2,IMD3",
,66,N/A,N/A,N/A,N/A,N/A,N/A,
,n77,N/A,N/A,N/A,N/A,N/A,N/A,
DC_48A-(n)12AA,48,3557.5,10,50,3557.5,N/A,N/A,
,12,N/A,5,N/A,740.5,5.5,IMD5,
,n12,705.5,5,25,735.5,5.5,IMD5,
DC_48A-66A_n2ADC_48C-66A_n2ADC_48D-66A_n2ADC_48E-66A_n2A,n2,1880,5,25,1960,N/A,N/A,
,48,N/A,10,N/A,3620,29.4,IMD2,
,66,1740,5,25,2140,N/A,N/A,
,48,3560,5,25,3560,N/A,N/A,
,66,N/A,5,N/A,2155,12.1,IMD4,
,n2,1905,5,25,1985,N/A,N/A,
DC_48A-66A_n12A,48,3580,5,25,3580,N/A,N/A,
,66,N/A,5,N/A,2160,17.1,IMD3,
,n12,710,5,25,740,N/A,N/A,
DC_48A-66A_n25ADC_48C-66A_n25ADC_48D-66A_n25A,48,3630,20,100,3630,N/A,N/A,
,66,N/A,5,N/A,2130,8.3,IMD4,
,n25,1883.3,5,25,1963.3,N/A,N/A,
,48,N/A,10,N/A,3620,29.4,IMD2,
,66,1740,5,25,2140,N/A,N/A,
,n25,1880,5,25,1960,N/A,N/A,
DC_48A-66A_n66ADC_48C-66A_n66A,48,3660,20,100,3660,N/A,N/A,
DC_48D-66A_n66A,66,N/A,5,N/A,2175,4.0,IMD5,
DC_48E-66A_n66A,n66,1715,5,25,2115,N/A,N/A,
DC_48A-66A_n71A,48,3560,5,25,3560,N/A,N/A,
,66,N/A,5,N/A,2174,15.8,IMD3,
,n71,693,5,25,647,N/A,N/A,
,48,N/A,5,N/A,3697.5,13.0,IMD4,
,66,1712.5,5,25,2112.5,N/A,N/A,
,n71,665.5,5,25,619.5,N/A,N/A,
DC_66A_n2A-n41A,66,1715,5,25,2115,N/A,N/A,
,n2,1860,5,25,1940,9.5,IMD4,
,n41,2685,10,50,2685,N/A,N/A,
DC_66A_n2A-n66A,66,1775,5,25,2175,N/A,N/A,
,n2,N/A,5,N/A,1935,20,IMD3,
,n66,1720,5,25,2120,N/A,N/A,
,66,1720,5,25,2120,N/A,N/A,
,n2,1870,5,25,1950,N/A,N/A,
,n66,N/A,5,N/A,2170,4.0,IMD5,
DC_66A_n2A-n77A,n2,N/A,5,N/A,1960,32.1,IMD2,
,66,1760,5,25,2160,N/A,N/A,
,n77,3720,10,50,3720,N/A,N/A,
,n2,1853,5,25,1933,N/A,N/A,
,66,1713,5,25,2113,N/A,N/A,
,n77,N/A,10,N/A,3566,29.4,IMD24,
DC_66A_n2A-n78A,66,1760,5,25,2160,N/A,N/A,
,n2,N/A,5,N/A,1960,32.1,IMD29,
,n78,3720,10,50,3720,N/A,N/A,
,66,1740,5,25,2140,N/A,N/A,
,n2,1880,5,25,1960,N/A,N/A,
,n78,N/A,10,N/A,3620,34.9,IMD29,
,66,1760,5,25,2160,N/A,N/A,
,n2,N/A,5,N/A,1960,2.1,IMD5,
,n78,3620,10,50,3620,N/A,N/A,
DC_66A-(n)5AA,66,1721,5,25,2121,N/A,N/A,
,5,N/A,5,N/A,878,25,IMD2,
,n5,838,5,25,883,30,IMD2,
DC_66A_n5A-n48A,66,1750,5,25,2150,N/A,N/A,
,n5,834,5,25,879,N/A,N/A,
,n48,N/A,10,N/A,3582,3.3,IMD5,
DC_66A_n5A-n77A,66,1770,5,25,2170,N/A,N/A,
,n5,845,5,25,890,N/A,N/A,
,n77,N/A,10,N/A,3460,16.6,IMD39,
DC_66A_n7A-n12A,66,1773,5,25,2173,N/A,N/A,
,n7,2515,5,25,2635,N/A,N/A,
,n12,N/A,5,N/A,742,31,IMD2,
DC_66A_n7A-n77A,66,1740,5,25,2140,N/A,N/A,
,n7,2542,5,25,2662,N/A,N/A,
,n77,N/A,10,N/A,3344,16.0,IMD34,
,66,1720,5,25,2120,N/A,N/A,
,n7,N/A,5,N/A,2640,3.4,IMD5,
,n77,3900,10,50,3900,N/A,N/A,
"DC_66A_n7A-n78A,DC_66A-66A_n7A-n78DC_66A_n7(2A)-n78ADC_66A-66A_n7(2A)-n78ADC_66A_n7A-n78(2A)DC_66A-66A_n7A-n78(2A)DC_66A-66A_n7(2A)-n78(2A)",66,1730,5,25,2130,N/A,N/A,
,n7,2560,5,25,2680,N/A,N/A,
,n78,N/A,10,N/A,3390,16.1,IMD3,
DC_66A_n12A-n77A,66,1720,5,25,2120,N/A,N/A,
,n12,N/A,5,N/A,740,15.2,IMD311,
,n77,4180,10,50,4180,N/A,N/A,
,66,1723,5,25,2123,N/A,N/A,
,n12,704,5,25,734,N/A,N/A,
,n77,N/A,10,N/A,4150,16.0,"IMD34,9,11",
DC_66A_n25A-n41A,66,1715,5,25,2115,N/A,N/A,
,n41,2685,10,50,2685,N/A,N/A,
,n25,1860,5,25,1940,5,11.0,
DC_66A_n25A-n48A,66,1740,5,25,2140,N/A,N/A,
,n25,1880,5,25,1960,N/A,N/A,
,n48,N/A,10,N/A,3620,29.4,IMD2,
,66,1735,5,25,2135,N/A,N/A,
,n25,N/A,5,N/A,1960,28.3,IMD2,
,n48,3695,10,50,3695,N/A,N/A,
DC_66A_n25A-n66A,66,1712.5,5,25,2112.5,N/A,N/A,
,n25,1912.5,5,25,1992.5,N/A,N/A,
,n66,N/A,5,N/A,2117.5,23,IMD34,
DC_66A_n38A-n78A,66,1760,5,25,2160,N/A,N/A,
,n38,2610,10,50,2610,N/A,N/A,
,n78,N/A,10,N/A,3460,15.0,IMD3,
DC_66A_n41A-n77A,66,1730,5,25,2130,N/A,N/A,
,n41,2600,10,50,2600,N/A,N/A,
,n77,N/A,10,N/A,3470,14.6,IMD31,
,66,1715,5,25,2115,N/A,N/A,
,n41,N/A,10,N/A,2670,4.2,IMD55,
,n77,4190,10,50,4190,N/A,N/A,
DC_66A_n41A-n78A,66,1730,5,25,2130,N/A,N/A,
,n41,2560,10,50,2560,N/A,N/A,
,n78,N/A,10,N/A,3390,14.6,IMD3,
DC_66A_n66A-n71A,66,1752,5,25,2152,N/A,N/A,
,n66,N/A,5,N/A,2118,5.0,IMD4,
,n71,693,5,25,647,N/A,N/A,
DC_66A_n66A-n77A,66,1730,5,25,2130,N/A,N/A,
,n66,N/A,5,N/A,2170,31,IMD2,
,n77,3900,10,50,3900,N/A,N/A,
DC_66A_n66A-n78A,66,1775,5,25,2175,N/A,N/A,
,n66,N/A,5,N/A,2125,2.8,IMD5,
,n78,3725,10,50,3725,N/A,N/A,
DC_66A-71A_n77ADC_66A-71A_n77(2A),66,N/A,5,N/A,2160,15.5,IMD39,
,71,693,5,25,647,N/A,N/A,
,n77,3546,10,50,3546,N/A,N/A,
,66,1720,5,25,2120,N/A,N/A,
,71,N/A,5,N/A,640,15.3,IMD311,
,n77,4080,10,50,4080,N/A,N/A,
DC_66A_n71A-n77A,66,1720,5,25,2120,N/A,N/A,
,n71,668,5,25,622,N/A,N/A,
,n77,N/A,10,N/A,4108,15.9,"IMD34,9,11",
,66,1720,5,25,2120,N/A,N/A,
,n71,N/A,5,N/A,640,15.3,IMD311,
,n77,4080,10,50,4080,N/A,N/A,
DC_66A_n71A-n78A,66,1712.5,5,25,2112.5,N/A,N/A,
,n71,665.5,5,25,619.5,N/A,N/A,
,n78,N/A,10,N/A,3709,13.0,IMD4,
DC_71A_n2A-n41A,n2,1900,5,25,1980,N/A,N/A,
,n41,N/A,10,N/A,2586,27.2,IMD2,
,71,686,5,50,640,N/A,N/A,
,n2,N/A,5,N/A,1942,24.5,IMD2,
,n41,2610,10,50,2610,N/A,N/A,
,71,668,5,25,622,N/A,N/A,
DC_71A_n2A-n78A,n2,1907.5,5,25,1987.5,N/A,N/A,
,71,695.5,5,25,649.5,N/A,N/A,
,n78,N/A,10,N/A,3305,8.0,IMD3,
,n2,N/A,5,N/A,1954,16.5,IMD3,
,71,693,5,25,647,N/A,N/A,
,n78,3340,10,50,3340,N/A,N/A,
DC_71A_n2A-n77A,71,695.5,5,25,649.5,N/A,N/A,
,n2,1907.5,5,25,1987.5,N/A,N/A,
,n77,N/A,10,N/A,3305,8.0,"IMD34,9,11",
,71,693,5,25,647,N/A,N/A,
,n2,N/A,5,N/A,1954,16.5,"IMD39,11",
,n77,3340,10,50,3340,N/A,N/A,
DC_71A_n7A-n77A,71,680,5,25,634,N/A,N/A,
,n7,N/A,5,N/A,2670,29.6,IMD2,
,n77,3350,10,50,3350,N/A,N/A,
,71,680,5,25,634,N/A,N/A,
,n7,N/A,5,N/A,2640,13.2,IMD3,
,n77,4000,10,50,4000,N/A,N/A,
,71,666,5,25,620,N/A,N/A,
,n7,2505,5,25,2625,N/A,N/A,
,n77,N/A,10,N/A,3837,16.0,IMD3,
,71,693,5,25,647,N/A,N/A,
,n7,2550,5,25,2670,N/A,N/A,
,n77,N/A,10,N/A,3714,9.7,IMD4,
DC_71A_n25A-n41A,n25,1900,5,25,1980,N/A,N/A,
,n41,N/A,10,N/A,2586,27.2,IMD29,
,71,686,5,50,640,N/A,N/A,
,n25,N/A,5,N/A,1942,24.5,IMD2,
,n41,2610,10,50,2610,N/A,N/A,
,71,668,5,25,622,N/A,N/A,
DC_71A_n25A-n77A,71,693,5,25,647,N/A,N/A,
,n25,N/A,5,N/A,1954,16.5,IMD3,
,n77,3340,10,50,3340,N/A,N/A,
,71,666,5,25,620,N/A,N/A,
,n25,N/A,5,N/A,1982,12.5,IMD4,
,n77,3980,10,50,3980,N/A,N/A,
,71,695.5,5,25,649.5,N/A,N/A,
,n25,1907.5,5,25,1987.5,N/A,N/A,
,n77,N/A,10,N/A,3298.5,16,IMD34,
,71,666,5,25,620,N/A,N/A,
,n25,1890,5,25,1970,N/A,N/A,
,n77,N/A,10,N/A,3888,12,IMD4,
DC_71A_n38A-n78A,71,693,5,25,647,N/A,N/A,
,n38,2615,10,50,2615,N/A,N/A,
,n78,N/A,10,N/A,3308,29.1,IMD2,
,71,693,5,25,647,N/A,N/A,
,n78,3308,10,50,3308,N/A,N/A,
,n38,N/A,10,N/A,2615,28.7,IMD2,
DC_71A_n66A-n77A,71,668,5,25,622,N/A,N/A,
,n66,1720,5,25,2120,N/A,N/A,
,n77,N/A,10,N/A,4108,15.9,"IMD34,9,11",
,71,690,5,25,644,N/A,N/A,
,n66,N/A,5,N/A,2150,15.5,"IMD39,11",
,n77,3530,10,50,3530,N/A,N/A,
DC_71A_n66A-n78A,71,693,5,25,647,N/A,N/A,
,n78,3546,10,50,3546,N/A,N/A,
,n66,N/A,5,N/A,2160,15.5,IMD3,
,71,665.5,5,25,619.5,N/A,N/A,
,n78,N/A,10,N/A,3697.5,13.0,IMD4,
,n66,1712.5,5,25,2112.5,N/A,N/A,
"NOTE 1:This band is subject to IMD3 also which MSD is not specified.NOTE 2:For DC_3A_n3A-n77A, DC_3A_n3A-n78A paired with UL_DC_3A_n3A, the 3rd DL bands n77/n78 are subject to IMD2 which MSD is not specifiedNOTE 3:This MSD requirement apply with both IMD2 and IMD3 products should be generated.NOTE 4:This band is subject to IMD5 also which MSD is not specified.NOTE 5:When Band 46 have self-interference problems by dual uplink CA/EN-DC, then the requirements do not apply in exclusion zone which is frequency range within (harmonics frequency region +  FHD) and IMD frequency region as follow. IMD frequency rangeDL_CA configurationUL_CA configurationExclusion zone center frequencyExclusion zone BWDC_2A-46A_n66ADC_2A_n66A2*fc_2A + fc_n66A2*BW_2A + BW_n66ADC_2A-46A_n66ADC_2A_n66Afc_2A + 2*fc_n66ABW_2A + 2*BW_n66ADC_2A-46A_n77ADC_2A_n77Afc_2A + fc_n77ABW_2A + BW_n77ADC_2A-46A_n77ADC_2A_n77A-fc_2A + 2*fc_n77A-BW_2A + 2*BW_n77ADC_13A-46A_n77ADC_13A_n77A2*fc_13A + fc_n77A2*BW_13A + BW_n77ADC_13A-46A_n77ADC_13A_n77A3*fc_13A + fc_n77A3*BW_13A + BW_n77ADC_13A-46A_n2ADC_13A_n2A2*fc_n2A + 2*fc_13A2*BW_n2A+2*BW_13ADC_13A-46A_n77ADC_13A_n77A-3*fc_13A + 2*fc_n77A-3*BW_13A + 2*BW_n77ADC_46A-66A_n77ADC_66A_n77Afc_66A + fc_n77ABW_66A + BW_n77ADC_46A-66A_n77ADC_66A_n77A-fc_66A + 2*fc_n77A-BW_66A + 2*BW_n77ADC_13A-46A_n66ADC_13A_n66A3*fc_13A + fc_n66ABW_13A + 2*BW_n66ADC_13A-46A_n66ADC_13A_n66A2*fc_13A + 3*fc_n66ABW_13A + 2*BW_n66ADC_46-48A_n66ADC_48A_n66Afc_48A + fc_n66ABW_48A + 2*BW_n66ADC_46-48A_n66ADC_48A_n66A2*fc_48A + fc_n66A2*BW_48A + BW_n66ADC_2A-46_n5ADC_2A_n5A2*fc_2A + 2*fc_n5ABW_2A + 2*BW_n5ADC_2A-46_n5ADC_2A_n5Afc_2A + 4*fc_n5ABW_2*2A + BW_n5ADC_46-48A_n5ADC_48A_n5A2*fc_48A + fc_n5ABW_48A + 2*BW_n5ADC_46-48A_n5ADC_48A_n5A2*fc_48A + 2*fc_n5ABW_2*48A + BW_n5ANOTE 6: VoidNOTE 7:This band is also subject to IMD2 which is not specified. The frequency range below 3400MHz in n77 is not used for this combination.NOTE 8:Band 5 is also affected by IMD5 from UL DC_2A_n12A, but MSD value is not specified as there is only partial overlap of IMD5 with DL carrier.NOTE 9:This band is subject to IMD4 also which MSD is not specified.NOTE 10:The frequency range in band n28 is restricted for this band combination to 728 – 738 MHz for the UL and 783 – 793 MHz for the DL. This band is subject to IMD2 fall in B1 also which MSD is not specified.NOTE 11:For a UE which supports this band combination only when the Band n77 frequency range restriction defined in NOTE 12 of Table 5.2-1 from TS 38.101-1 applies, the MSD test point(s) cannot be verified for the band combination and the test point(s) can be skipped.NOTE 12:Applicable only if operation with 4 antenna ports is supported in the band with carrier aggregation configured.NOTE 13:VoidNOTE 14:E-UTRA carrier shall be set to min(+20 dBm, PCMAX_L_E-UTRA,c) and NR carrier shall be set to min(+20 dBm, PCMAX_L,f,c,NR) as defined in clause 6.2B.4.1.3.NOTE 15:This band is subject to additional IMD3 for which MSD is not specified.NOTE 16:This band is subject to IMD3 also which MSD is not specified.NOTE 17:The frequency range in band n28 is restricted for this band combination to 728 – 738 MHz for the UL and 783 – 793 MHz for the DL.NOTE 18: In the MSD test configuration, the IMD center does not fall into the DL victim Fc.NOTE 19: This band is subject to 1st order triple-beat IMD3 where MSD is not specified when the UL configuration includes intra-band uplink CCs. NOTE 20: No MSD test points are specified for this combination and verification of IMD impact is not required.",,,,,,,,
